N,P,K,ph,soil_type
48,51,55,7.41,Sandy
80,83,195,6.4,Clay
83,134,26,7.68,Alkaline
104,131,114,8.62,Alkaline
117,113,75,4.67,Acidic
85,123,37,5.48,Acidic
62,105,131,6.12,Clay
103,10,113,9.27,Alkaline
48,130,104,5.69,Sandy
70,107,48,5.79,Sandy
0,41,11,7.42,Sandy
140,41,132,6.02,Clay
122,12,95,9.21,Alkaline
61,81,134,8.87,Alkaline
31,145,21,6.58,Sandy
28,44,69,7.37,Sandy
48,111,190,3.85,Acidic
29,96,114,7.67,Alkaline
18,22,34,7.74,Alkaline
17,61,96,5.66,Sandy
0,87,158,4.82,Acidic
77,36,167,8.99,Alkaline
114,29,195,6.06,Clay
112,37,79,7.42,Sandy
113,92,203,3.7,Acidic
62,108,160,5.98,Clay
131,38,157,8.4,Alkaline
128,106,193,5.83,Loamy
7,131,109,7.12,Sandy
54,73,35,4.76,Acidic
102,44,186,6.0,Clay
130,84,199,9.07,Alkaline
31,145,101,6.9,Sandy
9,35,55,8.91,Alkaline
109,120,62,8.91,Alkaline
123,67,38,9.16,Alkaline
86,52,191,8.87,Alkaline
54,91,25,3.52,Acidic
31,52,188,9.1,Alkaline
134,65,41,4.32,Acidic
92,144,68,3.74,Acidic
7,82,151,3.83,Acidic
64,22,128,5.59,Clay
56,32,105,7.22,Sandy
66,84,123,5.91,Clay
71,20,89,3.65,Acidic
53,81,82,6.36,Sandy
66,141,185,6.15,Clay
50,30,203,8.04,Alkaline
96,32,195,5.18,Acidic
91,109,108,4.81,Acidic
7,81,194,5.04,Acidic
34,13,76,5.32,Acidic
95,55,107,7.09,Loamy
87,80,81,6.33,Sandy
77,126,114,5.52,Sandy
31,36,23,5.75,Sandy
119,61,134,5.73,Loamy
45,58,138,9.33,Alkaline
54,120,161,4.9,Acidic
6,66,173,8.41,Alkaline
73,88,183,7.75,Alkaline
6,60,137,3.53,Acidic
84,27,173,9.46,Alkaline
111,21,66,8.04,Alkaline
124,82,162,7.59,Alkaline
35,26,107,5.93,Sandy
28,112,194,6.83,Clay
81,21,104,5.02,Acidic
1,19,159,3.71,Acidic
128,118,182,8.52,Alkaline
46,52,56,8.88,Alkaline
10,117,53,4.47,Acidic
129,101,194,8.22,Alkaline
118,95,104,7.95,Alkaline
139,20,192,4.57,Acidic
19,102,130,6.03,Clay
4,115,122,6.04,Clay
36,5,58,8.06,Alkaline
136,45,123,8.53,Alkaline
52,52,137,4.07,Acidic
98,112,141,6.88,Loamy
85,107,166,8.07,Alkaline
107,132,102,8.22,Alkaline
23,34,40,4.39,Acidic
80,49,152,6.65,Clay
119,84,85,8.65,Alkaline
58,43,89,5.41,Acidic
127,49,87,6.05,Sandy
113,82,67,8.33,Alkaline
114,85,71,4.04,Acidic
13,144,162,8.66,Alkaline
8,97,201,5.37,Acidic
39,36,202,3.51,Acidic
24,28,7,4.9,Acidic
102,120,181,4.04,Acidic
21,17,46,4.05,Acidic
3,83,28,7.66,Alkaline
28,60,48,4.78,Acidic
108,57,133,9.11,Alkaline
97,72,119,6.6,Loamy
36,38,186,6.26,Clay
74,32,184,6.11,Clay
69,54,40,7.66,Alkaline
127,134,42,6.21,Loamy
84,115,176,4.27,Acidic
41,98,86,8.78,Alkaline
99,51,179,6.07,Loamy
40,30,33,3.94,Acidic
33,88,183,6.68,Clay
16,110,45,7.38,Sandy
121,96,196,5.15,Acidic
75,124,92,8.3,Alkaline
86,79,52,7.52,Alkaline
116,126,118,7.4,Loamy
105,45,26,6.02,Sandy
85,56,103,9.27,Alkaline
26,86,21,5.15,Acidic
56,138,90,6.97,Sandy
30,78,137,5.35,Acidic
133,70,65,7.97,Alkaline
97,28,93,3.79,Acidic
11,32,138,3.78,Acidic
52,121,185,8.37,Alkaline
137,118,85,6.11,Loamy
121,65,99,5.55,Loamy
45,73,149,7.15,Clay
63,118,63,7.71,Alkaline
129,79,171,4.71,Acidic
53,63,58,4.61,Acidic
106,134,130,9.25,Alkaline
50,19,180,7.04,Clay
35,109,169,5.84,Clay
114,102,52,8.31,Alkaline
25,39,72,6.65,Sandy
28,35,111,4.95,Acidic
10,131,82,4.74,Acidic
39,23,81,5.88,Sandy
10,28,31,8.66,Alkaline
112,88,92,3.87,Acidic
38,96,159,4.81,Acidic
53,122,76,8.86,Alkaline
97,51,195,4.23,Acidic
54,107,184,7.28,Clay
110,125,51,4.78,Acidic
68,98,107,7.14,Sandy
55,46,25,5.8,Sandy
32,115,119,4.11,Acidic
35,33,61,6.99,Sandy
80,128,109,7.6,Alkaline
108,21,99,7.58,Alkaline
72,18,174,7.32,Clay
39,54,114,6.5,Sandy
16,61,180,6.62,Clay
128,108,31,7.31,Loamy
60,43,132,7.64,Alkaline
103,100,204,7.43,Loamy
41,40,165,7.02,Clay
24,118,80,4.44,Acidic
38,41,39,4.76,Acidic
34,18,102,5.06,Acidic
130,127,148,9.02,Alkaline
107,87,40,8.06,Alkaline
101,77,70,6.82,Loamy
97,106,60,5.01,Acidic
11,85,149,4.17,Acidic
18,87,152,8.89,Alkaline
100,48,98,8.86,Alkaline
43,72,110,4.16,Acidic
48,52,88,8.28,Alkaline
16,61,140,6.18,Clay
73,79,150,5.44,Acidic
56,26,22,7.93,Alkaline
54,136,150,7.19,Clay
46,50,129,8.18,Alkaline
11,15,6,3.95,Acidic
61,35,80,5.41,Acidic
79,143,204,5.42,Acidic
82,124,183,5.48,Acidic
7,60,142,6.51,Clay
80,42,146,5.2,Acidic
117,25,30,6.17,Sandy
24,114,51,5.71,Sandy
88,98,34,7.91,Alkaline
11,142,60,7.12,Sandy
58,140,123,7.42,Clay
108,12,174,4.76,Acidic
25,76,136,5.45,Acidic
46,123,143,3.63,Acidic
31,38,156,4.15,Acidic
9,109,199,5.09,Acidic
15,145,169,3.89,Acidic
25,91,134,7.12,Clay
85,68,144,9.49,Alkaline
134,6,25,4.1,Acidic
13,113,201,8.43,Alkaline
78,30,203,4.21,Acidic
116,87,196,7.52,Alkaline
6,111,72,7.36,Sandy
136,73,130,8.92,Alkaline
114,101,47,4.18,Acidic
71,34,186,5.39,Acidic
58,12,104,4.04,Acidic
81,42,127,5.94,Clay
115,85,194,8.97,Alkaline
102,112,97,8.19,Alkaline
16,69,205,7.84,Alkaline
13,71,144,6.7,Clay
107,94,133,8.8,Alkaline
44,99,204,6.2,Clay
97,76,165,4.4,Acidic
130,47,196,8.53,Alkaline
36,50,120,5.18,Acidic
107,129,119,3.82,Acidic
38,43,200,4.26,Acidic
14,55,146,7.15,Clay
119,8,123,7.14,Clay
3,125,97,5.06,Acidic
92,84,146,7.86,Alkaline
140,81,13,8.14,Alkaline
15,137,77,9.02,Alkaline
107,59,30,7.01,Loamy
125,24,181,8.18,Alkaline
54,38,110,8.02,Alkaline
33,126,149,5.05,Acidic
12,113,72,5.36,Acidic
140,130,192,6.37,Loamy
17,58,114,3.61,Acidic
95,137,135,5.28,Acidic
122,93,29,6.34,Loamy
38,57,25,4.15,Acidic
45,54,144,4.26,Acidic
28,76,58,6.28,Sandy
61,145,5,7.89,Alkaline
15,20,132,8.5,Alkaline
120,17,5,6.78,Sandy
9,24,177,6.35,Clay
102,70,178,5.81,Loamy
83,51,180,4.66,Acidic
132,126,139,4.38,Acidic
64,58,14,8.25,Alkaline
2,10,147,6.29,Clay
119,18,44,8.24,Alkaline
67,136,143,7.72,Alkaline
36,90,188,4.66,Acidic
72,31,178,6.56,Clay
48,11,49,6.16,Sandy
120,135,91,6.04,Loamy
87,6,145,6.76,Clay
139,84,31,9.39,Alkaline
36,64,54,8.38,Alkaline
60,28,65,8.92,Alkaline
123,19,17,3.68,Acidic
38,99,144,4.34,Acidic
62,138,161,4.01,Acidic
45,85,89,5.08,Acidic
87,22,88,6.15,Sandy
10,24,24,7.35,Sandy
61,119,35,6.5,Sandy
76,44,12,8.92,Alkaline
51,43,28,9.14,Alkaline
3,36,171,4.48,Acidic
58,128,37,8.62,Alkaline
71,112,46,6.39,Sandy
92,31,147,6.22,Clay
62,114,200,8.21,Alkaline
53,101,197,4.06,Acidic
116,78,164,8.79,Alkaline
109,21,143,7.53,Alkaline
73,53,98,8.75,Alkaline
106,85,41,9.47,Alkaline
56,120,151,6.61,Clay
2,27,183,4.06,Acidic
119,102,38,4.5,Acidic
5,76,203,5.44,Acidic
4,145,192,4.12,Acidic
4,61,57,8.39,Alkaline
53,90,144,5.28,Acidic
46,27,194,9.36,Alkaline
8,109,100,7.72,Alkaline
98,71,198,4.54,Acidic
19,38,109,6.36,Sandy
121,37,52,6.3,Sandy
60,50,44,6.46,Sandy
122,85,156,6.71,Loamy
81,91,182,3.69,Acidic
61,19,200,7.62,Alkaline
2,127,92,6.42,Sandy
12,125,47,8.25,Alkaline
119,82,21,8.39,Alkaline
124,70,106,4.88,Acidic
88,43,187,3.79,Acidic
72,22,166,7.72,Alkaline
67,25,115,9.37,Alkaline
100,31,74,6.18,Sandy
97,6,64,5.06,Acidic
10,101,183,4.44,Acidic
104,43,81,5.22,Acidic
66,60,205,5.47,Acidic
122,111,39,6.04,Loamy
28,131,166,7.43,Clay
136,17,20,5.14,Acidic
75,130,150,3.81,Acidic
8,60,42,5.74,Sandy
39,32,175,8.63,Alkaline
24,68,36,6.49,Sandy
4,75,11,9.29,Alkaline
138,123,50,6.52,Loamy
123,104,193,5.16,Acidic
37,45,22,4.66,Acidic
71,8,75,7.67,Alkaline
132,92,44,6.72,Loamy
89,88,92,7.12,Sandy
36,50,82,8.03,Alkaline
59,92,182,7.86,Alkaline
27,11,9,3.76,Acidic
80,81,186,8.32,Alkaline
113,140,90,6.7,Loamy
39,145,190,5.85,Clay
44,97,26,6.73,Sandy
61,24,78,7.17,Sandy
92,82,94,4.4,Acidic
114,31,83,6.0,Sandy
66,124,170,5.51,Clay
55,29,123,5.6,Clay
39,56,181,4.05,Acidic
97,25,133,4.46,Acidic
39,22,82,4.47,Acidic
90,43,40,5.74,Sandy
32,19,99,8.87,Alkaline
5,57,32,4.74,Acidic
79,42,102,6.0,Sandy
91,56,39,5.37,Acidic
96,76,192,8.22,Alkaline
58,32,66,3.8,Acidic
58,122,91,4.68,Acidic
47,39,178,4.76,Acidic
12,103,112,9.46,Alkaline
106,56,129,6.92,Loamy
44,144,83,4.33,Acidic
88,87,129,5.13,Acidic
99,52,65,4.51,Acidic
6,26,197,4.25,Acidic
132,127,30,8.28,Alkaline
44,131,167,6.47,Clay
57,56,61,7.29,Sandy
30,83,195,5.49,Acidic
22,133,136,6.82,Clay
137,70,46,5.05,Acidic
106,68,177,5.35,Acidic
38,12,171,7.41,Clay
81,29,197,4.4,Acidic
99,98,26,7.2,Loamy
1,19,143,8.61,Alkaline
76,126,169,4.22,Acidic
11,79,94,8.88,Alkaline
38,108,183,3.98,Acidic
12,42,62,5.59,Sandy
45,119,11,7.16,Sandy
112,43,140,6.86,Clay
16,112,55,4.08,Acidic
103,21,155,8.29,Alkaline
97,139,94,9.34,Alkaline
87,122,112,4.59,Acidic
108,43,13,8.87,Alkaline
69,39,178,6.84,Clay
73,55,42,9.12,Alkaline
62,51,115,4.56,Acidic
59,40,17,8.25,Alkaline
78,68,11,3.86,Acidic
36,99,143,8.8,Alkaline
21,109,182,7.54,Alkaline
95,17,71,5.72,Sandy
67,116,45,4.64,Acidic
16,69,161,8.4,Alkaline
11,12,169,7.12,Clay
137,52,188,5.66,Loamy
117,89,20,6.16,Loamy
21,47,48,8.46,Alkaline
119,89,54,5.53,Loamy
49,23,203,4.04,Acidic
13,27,138,8.97,Alkaline
28,119,22,5.82,Sandy
124,54,151,5.59,Loamy
6,47,55,4.73,Acidic
28,103,198,8.88,Alkaline
138,108,7,4.81,Acidic
32,120,93,7.32,Sandy
133,55,58,8.78,Alkaline
110,110,53,3.71,Acidic
78,116,32,8.47,Alkaline
57,76,42,5.96,Sandy
25,143,32,7.45,Sandy
28,84,36,5.73,Sandy
3,53,45,7.67,Alkaline
98,51,40,5.03,Acidic
140,76,107,3.63,Acidic
38,11,40,9.19,Alkaline
14,70,111,3.6,Acidic
118,81,130,8.44,Alkaline
28,66,91,4.51,Acidic
74,42,70,5.85,Sandy
115,129,142,8.43,Alkaline
31,88,74,4.74,Acidic
129,33,204,8.69,Alkaline
83,118,83,6.49,Sandy
21,83,97,5.7,Sandy
26,27,195,7.47,Clay
80,110,96,5.55,Sandy
125,135,26,5.58,Loamy
91,105,24,7.9,Alkaline
20,12,37,5.36,Acidic
46,90,147,4.7,Acidic
100,121,139,8.35,Alkaline
83,33,94,8.33,Alkaline
5,6,54,6.49,Sandy
130,117,14,6.66,Loamy
0,69,83,7.68,Alkaline
57,112,41,6.56,Sandy
123,24,63,6.0,Sandy
14,41,92,9.47,Alkaline
63,76,108,4.39,Acidic
24,31,67,7.06,Sandy
23,127,25,8.82,Alkaline
11,138,108,7.62,Alkaline
17,49,83,8.79,Alkaline
14,87,41,5.52,Sandy
26,124,49,5.13,Acidic
71,69,146,8.61,Alkaline
59,29,47,5.86,Sandy
92,31,120,7.76,Alkaline
52,139,89,4.39,Acidic
7,110,88,8.04,Alkaline
78,48,165,6.79,Clay
26,111,7,5.11,Acidic
49,40,108,6.47,Sandy
130,10,91,7.68,Alkaline
92,13,176,3.57,Acidic
23,17,115,7.32,Sandy
59,45,91,6.75,Sandy
121,132,95,4.82,Acidic
130,70,39,8.02,Alkaline
45,89,157,5.32,Acidic
14,28,100,5.16,Acidic
16,48,90,6.33,Sandy
125,110,140,7.56,Alkaline
83,102,120,9.07,Alkaline
8,64,194,4.35,Acidic
62,13,150,5.88,Clay
116,134,96,3.9,Acidic
129,60,160,8.05,Alkaline
87,26,144,6.19,Clay
71,85,196,7.74,Alkaline
138,104,6,5.43,Acidic
63,17,191,8.57,Alkaline
71,75,169,6.71,Clay
20,20,128,9.16,Alkaline
17,49,8,3.97,Acidic
63,69,173,6.59,Clay
81,143,177,8.1,Alkaline
109,74,113,7.1,Loamy
94,103,115,3.64,Acidic
31,105,38,9.33,Alkaline
10,109,91,5.29,Acidic
44,144,17,5.0,Acidic
32,98,11,6.41,Sandy
101,46,36,6.75,Sandy
135,87,27,8.1,Alkaline
10,137,181,5.86,Clay
87,109,204,6.14,Clay
40,32,51,6.71,Sandy
75,30,169,5.87,Clay
120,120,180,8.99,Alkaline
45,53,33,8.61,Alkaline
79,5,169,6.23,Clay
53,96,27,3.5,Acidic
85,62,42,8.91,Alkaline
91,83,131,4.25,Acidic
96,85,48,4.97,Acidic
1,30,9,4.41,Acidic
32,81,184,4.58,Acidic
76,76,44,8.32,Alkaline
115,73,143,6.98,Loamy
102,10,82,9.24,Alkaline
102,27,110,4.89,Acidic
89,58,134,6.41,Clay
121,91,167,9.36,Alkaline
105,15,177,8.46,Alkaline
118,138,53,7.87,Alkaline
48,15,127,4.63,Acidic
103,81,39,8.12,Alkaline
60,16,110,5.59,Sandy
122,57,76,6.68,Loamy
133,103,164,7.15,Loamy
8,40,200,7.16,Clay
5,32,113,7.86,Alkaline
72,106,129,7.47,Clay
102,11,75,3.91,Acidic
40,19,43,6.24,Sandy
113,143,180,7.48,Loamy
7,28,95,5.28,Acidic
71,34,41,5.38,Acidic
91,70,192,4.25,Acidic
61,65,85,6.01,Sandy
83,82,136,9.42,Alkaline
61,45,27,5.21,Acidic
110,86,146,6.69,Loamy
126,55,9,7.96,Alkaline
6,99,198,3.58,Acidic
83,17,114,8.9,Alkaline
131,94,156,5.82,Loamy
133,144,22,8.71,Alkaline
57,86,31,3.73,Acidic
21,13,28,4.37,Acidic
126,52,33,5.44,Acidic
2,53,143,5.57,Clay
126,57,150,8.59,Alkaline
40,44,127,3.57,Acidic
105,111,132,7.35,Loamy
13,28,116,4.29,Acidic
11,112,121,8.44,Alkaline
86,37,136,8.17,Alkaline
11,27,37,6.5,Sandy
140,81,46,4.78,Acidic
24,58,164,7.31,Clay
44,57,183,4.44,Acidic
121,53,129,4.64,Acidic
54,82,8,7.26,Sandy
99,84,24,9.45,Alkaline
135,106,199,8.85,Alkaline
118,126,72,7.06,Loamy
52,107,194,6.73,Clay
31,94,62,9.49,Alkaline
50,94,179,6.78,Clay
43,125,84,6.02,Sandy
81,64,191,8.96,Alkaline
36,126,138,4.91,Acidic
95,145,99,4.09,Acidic
55,34,172,7.3,Clay
104,134,155,4.08,Acidic
58,87,184,5.74,Clay
130,115,8,6.04,Loamy
34,112,169,6.79,Clay
92,115,174,9.45,Alkaline
96,29,48,4.83,Acidic
134,54,129,5.75,Loamy
75,18,46,4.29,Acidic
48,138,33,7.15,Sandy
93,80,151,7.87,Alkaline
23,88,164,6.39,Clay
36,91,48,4.97,Acidic
3,34,59,7.23,Sandy
107,62,84,6.73,Loamy
125,98,137,4.53,Acidic
19,45,117,5.93,Sandy
49,98,178,6.11,Clay
95,61,177,9.4,Alkaline
104,68,25,8.6,Alkaline
116,102,82,7.91,Alkaline
97,20,154,8.83,Alkaline
65,92,34,7.91,Alkaline
78,82,27,8.92,Alkaline
5,94,9,3.83,Acidic
38,76,67,6.24,Sandy
114,18,63,7.98,Alkaline
124,35,86,7.0,Sandy
11,70,56,4.55,Acidic
130,116,69,5.54,Loamy
17,72,43,5.41,Acidic
39,59,7,5.07,Acidic
20,127,174,5.56,Clay
98,29,75,6.59,Sandy
25,135,159,8.63,Alkaline
7,73,160,7.95,Alkaline
99,106,186,8.51,Alkaline
86,122,19,8.8,Alkaline
41,30,185,6.0,Clay
13,44,76,5.58,Sandy
77,42,74,3.85,Acidic
1,11,8,9.08,Alkaline
118,124,98,3.89,Acidic
36,39,149,7.95,Alkaline
68,82,38,5.77,Sandy
40,42,128,9.19,Alkaline
61,142,138,6.02,Clay
59,32,40,8.4,Alkaline
124,104,103,5.2,Acidic
110,42,171,5.29,Acidic
13,128,84,7.07,Sandy
83,96,70,9.49,Alkaline
129,101,140,6.61,Loamy
69,10,147,9.12,Alkaline
122,131,195,8.22,Alkaline
88,19,95,8.28,Alkaline
27,112,84,6.12,Sandy
65,135,197,5.82,Clay
4,47,63,4.65,Acidic
44,51,14,9.28,Alkaline
46,103,11,9.26,Alkaline
30,18,116,7.98,Alkaline
138,136,80,5.28,Acidic
9,119,16,4.97,Acidic
117,144,83,9.43,Alkaline
13,6,50,3.9,Acidic
79,39,36,8.56,Alkaline
92,14,164,5.63,Clay
9,116,119,6.01,Sandy
75,25,118,8.49,Alkaline
93,19,130,4.04,Acidic
104,116,94,5.63,Loamy
0,130,65,9.21,Alkaline
132,89,201,7.69,Alkaline
19,89,65,8.03,Alkaline
7,9,106,8.05,Alkaline
0,121,118,3.86,Acidic
56,76,178,4.72,Acidic
63,78,200,6.45,Clay
117,55,96,5.71,Loamy
27,28,187,5.97,Clay
120,42,133,8.19,Alkaline
106,48,111,3.59,Acidic
48,79,199,7.46,Clay
119,99,53,3.5,Acidic
43,27,29,3.88,Acidic
55,128,20,5.95,Sandy
110,90,145,8.55,Alkaline
133,47,184,4.37,Acidic
107,44,112,6.83,Sandy
113,51,168,7.57,Alkaline
77,24,204,4.88,Acidic
129,113,48,6.57,Loamy
36,72,87,8.97,Alkaline
19,28,51,6.57,Sandy
25,40,128,4.44,Acidic
28,49,84,7.27,Sandy
0,134,80,7.05,Sandy
118,32,24,3.66,Acidic
34,27,150,4.04,Acidic
58,95,186,4.44,Acidic
68,138,16,4.32,Acidic
11,107,116,5.06,Acidic
19,42,157,6.22,Clay
42,98,64,5.73,Sandy
125,57,79,8.84,Alkaline
49,42,114,7.17,Sandy
28,47,38,8.76,Alkaline
38,107,145,6.66,Clay
37,118,170,4.04,Acidic
83,8,144,6.28,Clay
127,9,40,8.43,Alkaline
125,72,32,4.66,Acidic
44,127,43,4.05,Acidic
51,84,81,5.48,Acidic
79,15,175,5.83,Clay
123,124,108,5.34,Acidic
118,30,95,4.31,Acidic
7,40,119,5.01,Acidic
84,126,163,7.59,Alkaline
128,63,6,5.82,Loamy
7,100,121,7.3,Clay
95,10,86,6.72,Sandy
101,102,94,6.79,Loamy
4,60,46,4.99,Acidic
85,140,35,6.63,Sandy
33,98,65,3.64,Acidic
54,31,106,6.09,Sandy
118,124,60,6.94,Loamy
113,29,87,4.59,Acidic
25,90,132,5.04,Acidic
135,16,18,4.82,Acidic
46,91,18,3.92,Acidic
112,113,161,5.59,Loamy
75,93,182,9.37,Alkaline
71,14,54,5.62,Sandy
88,78,195,6.26,Clay
45,81,105,7.42,Sandy
32,58,205,7.39,Clay
0,106,197,9.2,Alkaline
30,141,72,8.65,Alkaline
52,105,75,8.26,Alkaline
47,77,15,9.21,Alkaline
68,76,18,4.88,Acidic
104,58,110,7.2,Loamy
89,7,108,8.82,Alkaline
62,115,135,7.24,Clay
72,100,132,9.36,Alkaline
88,75,12,4.1,Acidic
12,23,175,6.14,Clay
72,38,141,9.36,Alkaline
76,54,23,5.78,Sandy
67,50,144,7.94,Alkaline
97,87,159,3.68,Acidic
124,55,116,7.67,Alkaline
101,58,62,9.11,Alkaline
131,94,29,5.8,Loamy
101,85,49,3.63,Acidic
18,122,106,3.67,Acidic
81,23,52,8.85,Alkaline
140,31,54,7.84,Alkaline
22,11,85,4.14,Acidic
82,73,48,3.83,Acidic
108,98,63,8.33,Alkaline
74,117,165,8.36,Alkaline
128,111,107,4.22,Acidic
87,124,82,5.31,Acidic
53,140,160,8.18,Alkaline
88,46,22,6.65,Sandy
64,17,187,9.24,Alkaline
75,22,165,6.39,Clay
59,46,120,7.56,Alkaline
92,55,110,6.56,Loamy
48,117,147,9.16,Alkaline
34,105,193,5.89,Clay
101,7,15,4.88,Acidic
10,83,168,5.46,Acidic
98,102,147,8.62,Alkaline
109,27,185,6.49,Clay
73,63,66,5.63,Sandy
8,117,52,6.77,Sandy
2,72,98,4.3,Acidic
84,58,147,3.53,Acidic
25,61,195,5.18,Acidic
71,115,91,7.13,Sandy
47,64,175,7.77,Alkaline
116,77,54,8.46,Alkaline
11,59,64,9.06,Alkaline
132,121,63,5.97,Loamy
47,67,19,7.94,Alkaline
36,59,33,3.95,Acidic
43,29,44,3.85,Acidic
14,30,35,4.25,Acidic
42,67,77,6.19,Sandy
86,77,15,4.77,Acidic
69,83,85,5.22,Acidic
45,69,66,7.39,Sandy
107,73,140,5.65,Loamy
122,13,55,6.84,Sandy
20,30,61,5.97,Sandy
106,32,136,4.51,Acidic
79,44,168,3.94,Acidic
46,138,151,4.92,Acidic
116,31,28,3.85,Acidic
123,42,45,7.21,Sandy
24,89,53,8.27,Alkaline
35,68,178,5.54,Clay
50,34,40,5.82,Sandy
14,103,14,8.4,Alkaline
67,135,82,4.84,Acidic
20,16,139,4.21,Acidic
140,95,144,6.51,Loamy
18,34,90,7.38,Sandy
33,42,180,7.1,Clay
77,89,169,7.78,Alkaline
124,64,168,3.84,Acidic
116,42,64,6.07,Sandy
51,108,100,4.93,Acidic
26,33,12,8.05,Alkaline
34,116,139,8.74,Alkaline
135,25,111,5.19,Acidic
105,123,175,4.07,Acidic
1,64,62,5.02,Acidic
76,144,85,4.12,Acidic
131,117,90,5.43,Acidic
89,133,178,6.73,Clay
88,62,38,9.34,Alkaline
93,7,88,5.9,Sandy
6,27,121,4.82,Acidic
94,141,204,4.5,Acidic
107,87,26,4.54,Acidic
73,59,153,4.66,Acidic
38,114,19,8.07,Alkaline
140,120,137,3.87,Acidic
70,66,106,9.48,Alkaline
55,91,149,6.64,Clay
41,104,204,6.77,Clay
35,31,151,5.65,Clay
83,38,9,7.64,Alkaline
117,37,27,6.33,Sandy
6,96,87,5.47,Acidic
53,100,18,5.09,Acidic
128,99,14,9.05,Alkaline
119,42,35,5.25,Acidic
105,45,145,6.12,Clay
46,141,131,5.6,Clay
122,141,154,4.02,Acidic
140,83,41,4.62,Acidic
118,132,171,4.64,Acidic
117,26,142,7.66,Alkaline
20,20,35,5.94,Sandy
136,36,175,8.19,Alkaline
25,42,103,7.75,Alkaline
8,102,168,4.65,Acidic
14,140,39,6.88,Sandy
9,25,115,7.96,Alkaline
121,60,72,7.3,Loamy
120,50,187,7.1,Clay
124,47,121,7.94,Alkaline
71,124,200,3.84,Acidic
48,50,130,7.89,Alkaline
90,52,179,5.14,Acidic
36,88,10,6.93,Sandy
67,35,123,4.95,Acidic
49,75,160,8.53,Alkaline
18,12,34,6.38,Sandy
99,134,159,7.36,Loamy
59,56,73,8.26,Alkaline
88,49,112,8.87,Alkaline
68,41,171,7.89,Alkaline
48,48,39,4.39,Acidic
107,121,107,8.63,Alkaline
118,42,48,7.21,Sandy
36,103,147,7.16,Clay
10,128,164,9.03,Alkaline
137,10,33,4.99,Acidic
77,72,195,4.94,Acidic
76,105,10,6.58,Sandy
1,138,31,8.01,Alkaline
63,17,32,6.18,Sandy
34,34,137,7.3,Clay
6,104,173,6.22,Clay
84,6,60,7.16,Sandy
66,62,116,8.43,Alkaline
41,40,58,4.58,Acidic
117,76,84,7.67,Alkaline
124,141,109,8.22,Alkaline
23,130,22,6.18,Sandy
45,81,47,5.44,Acidic
18,54,93,3.58,Acidic
67,36,78,8.28,Alkaline
101,102,161,5.47,Acidic
41,47,14,5.64,Sandy
31,129,138,5.52,Clay
108,99,93,6.49,Loamy
35,82,136,7.71,Alkaline
96,58,38,8.13,Alkaline
130,51,87,5.86,Loamy
72,18,165,7.48,Clay
135,59,136,7.82,Alkaline
96,67,176,5.28,Acidic
122,23,102,4.08,Acidic
69,95,35,8.87,Alkaline
12,141,84,7.56,Alkaline
48,105,198,7.39,Clay
59,41,190,3.85,Acidic
129,111,64,8.41,Alkaline
4,96,6,6.9,Sandy
26,56,40,8.59,Alkaline
7,32,202,9.35,Alkaline
49,40,129,9.24,Alkaline
66,120,192,8.64,Alkaline
43,68,155,3.57,Acidic
124,22,107,8.81,Alkaline
57,93,179,3.95,Acidic
2,82,120,8.61,Alkaline
85,94,105,5.18,Acidic
69,12,50,7.16,Sandy
129,19,84,3.73,Acidic
1,11,111,8.13,Alkaline
101,21,48,4.17,Acidic
34,90,151,5.96,Clay
97,122,53,8.4,Alkaline
29,68,92,7.67,Alkaline
115,16,62,3.54,Acidic
7,60,95,5.92,Sandy
43,105,139,3.75,Acidic
35,20,98,7.54,Alkaline
76,6,173,9.31,Alkaline
30,132,82,7.43,Sandy
46,96,126,4.85,Acidic
54,109,147,5.63,Clay
105,35,80,9.36,Alkaline
120,51,57,4.84,Acidic
54,47,27,6.87,Sandy
11,69,81,5.9,Sandy
139,54,77,8.11,Alkaline
135,5,92,8.7,Alkaline
2,126,107,5.55,Sandy
29,32,98,7.46,Sandy
22,90,197,6.79,Clay
91,86,64,5.17,Acidic
114,26,14,5.13,Acidic
103,45,106,6.73,Sandy
117,80,62,4.42,Acidic
4,93,179,8.36,Alkaline
103,63,147,3.91,Acidic
107,73,13,4.07,Acidic
64,127,17,5.55,Sandy
120,78,155,4.21,Acidic
29,11,165,6.35,Clay
83,105,141,5.9,Clay
31,115,135,7.83,Alkaline
15,56,77,9.22,Alkaline
37,28,120,8.02,Alkaline
35,30,157,4.58,Acidic
113,129,129,9.11,Alkaline
65,94,115,5.85,Sandy
104,126,75,6.35,Loamy
84,14,168,6.03,Clay
1,21,93,5.18,Acidic
74,6,24,8.87,Alkaline
66,116,85,5.49,Acidic
54,31,186,6.97,Clay
5,75,94,4.94,Acidic
85,122,23,8.28,Alkaline
59,13,192,8.15,Alkaline
100,90,169,5.28,Acidic
11,27,116,7.59,Alkaline
48,77,135,7.72,Alkaline
41,31,111,6.88,Sandy
81,97,125,7.1,Clay
34,85,96,6.95,Sandy
133,88,151,3.99,Acidic
66,47,185,7.52,Alkaline
79,11,178,6.32,Clay
6,96,84,6.13,Sandy
13,87,188,8.66,Alkaline
72,88,202,3.64,Acidic
65,48,35,5.01,Acidic
90,44,57,4.23,Acidic
129,139,117,3.71,Acidic
